price|quantity|type|level
89500000|0.0004|0|5
89488000|0.0003|0|5
89475000|0.0007|0|5
89449000|0.0668|0|5
89448000|0.016|0|5
89447000|0.216|0|5
89446000|0.0024|0|5
89445000|0.0438|0|5
89441000|0.0768|0|5
89502000|0.0051|1|5
89510000|0.0356|1|5
89518000|0.317|1|5
89541000|0.0584|1|5
89553000|0.9563|1|5
89554000|0.317|1|5
89565000|1.8002|1|5
89590000|0.476|1|5
89593000|0.476|1|5
89599000|0.1699|1|5
89500000|0.0009|0|5
89488000|0.0001|0|5
89475000|0.0007|0|5
89453000|0.0438|0|5
89452000|0.016|0|5
89451000|0.016|0|5
89450000|0.0162|0|5
89449000|0.1962|0|5
89448000|0.1466|0|5
89447000|0.3141|0|5
89502000|0.0358|1|5
89510000|0.0356|1|5
89552000|0.1235|1|5
89553000|0.0563|1|5
89565000|2.7002|1|5
89576000|0.0063|1|5
89599000|0.1699|1|5
89600000|4.9906|1|5
89606000|0.0045|1|5
89608000|0.0014|1|5
89500000|0.0009|0|5
89488000|0.0001|0|5
89475000|0.0007|0|5
89453000|0.0438|0|5
89449000|0.077|0|5
89448000|0.1125|0|5
89447000|0.135|0|5
89446000|0.12|0|5
89445000|0.0375|0|5
89444000|0.0315|0|5
89502000|0.0358|1|5
89510000|0.0356|1|5
89552000|0.1235|1|5
89553000|0.0563|1|5
89565000|2.7002|1|5
89576000|0.0063|1|5
89599000|0.1718|1|5
89600000|4.9906|1|5
89606000|0.0045|1|5
89608000|0.0014|1|5
89430000|0.0188|0|5
89429000|0.0607|0|5
89425000|0.1137|0|5
89424000|0.1306|0|5
89423000|0.0981|0|5
89422000|0.0995|0|5
89421000|0.0394|0|5
89420000|0.07|0|5
89419000|0.0924|0|5
89417000|0.0279|0|5
89501000|0.123|1|5
89502000|0.0359|1|5
89510000|0.0356|1|5
89537000|0.0579|1|5
89546000|0.0063|1|5
89552000|0.9|1|5
89553000|0.0563|1|5
89565000|1.8002|1|5
89599000|0.1887|1|5
89600000|4.9906|1|5
89421000|0.0019|0|5
89412000|0.0033|0|5
89411000|0.0003|0|5
89400000|0.0034|0|5
89395000|0.0002|0|5
89393000|0.0001|0|5
89388000|0.0162|0|5
89382000|0.0001|0|5
89380000|0.016|0|5
89375000|0.1042|0|5
89425000|0.0227|1|5
89448000|0.0002|1|5
89475000|0.1229|1|5
89476000|0.0586|1|5
89489000|0.054|1|5
89500000|1.8595|1|5
89502000|0.9357|1|5
89510000|0.0356|1|5
89516000|0.0649|1|5
89537000|0.0002|1|5
89413000|0.0151|0|5
89412000|0.0033|0|5
89411000|0.0003|0|5
89403000|0.0412|0|5
89402000|0.0369|0|5
89401000|0.0467|0|5
89400000|0.1493|0|5
89399000|0.1762|0|5
89398000|0.1087|0|5
89397000|0.0676|0|5
89421000|0.0236|1|5
89425000|0.0003|1|5
89456000|0.0152|1|5
89476000|0.0002|1|5
89488000|0.1225|1|5
89489000|0.054|1|5
89500000|0.0595|1|5
89510000|0.9356|1|5
89516000|1.8649|1|5
89537000|0.0002|1|5
89443000|0.0412|0|5
89441000|0.0836|0|5
89440000|0.062|0|5
89439000|0.0991|0|5
89438000|0.1088|0|5
89437000|0.014|0|5
89436000|0.3418|0|5
89435000|0.0383|0|5
89433000|0.0591|0|5
89431000|0.0294|0|5
89476000|0.0002|1|5
89495000|0.0152|1|5
89510000|0.0356|1|5
89527000|0.1213|1|5
89528000|0.317|1|5
89537000|0.0002|1|5
89541000|0.0651|1|5
89563000|1.217|1|5
89565000|1.8002|1|5
89599000|0.1887|1|5
89452000|0.2917|0|5
89447000|0.0412|0|5
89445000|0.0656|0|5
89444000|0.0181|0|5
89443000|0.2025|0|5
89442000|0.1446|0|5
89441000|0.0676|0|5
89440000|0.0355|0|5
89439000|0.0387|0|5
89437000|0.0591|0|5
89499000|0.0152|1|5
89510000|0.0356|1|5
89525000|0.1115|1|5
89537000|0.0002|1|5
89539000|0.1213|1|5
89540000|0.019|1|5
89552000|0.0537|1|5
89563000|1.217|1|5
89565000|1.8002|1|5
89587000|0.0356|1|5
89472000|0.317|0|5
89471000|0.0413|0|5
89470000|0.0369|0|5
89469000|0.0289|0|5
89468000|0.1177|0|5
89467000|0.1029|0|5
89466000|0.1447|0|5
89465000|0.103|0|5
89463000|0.0384|0|5
89462000|0.0591|0|5
89499000|0.0045|1|5
89510000|0.1156|1|5
89524000|0.0149|1|5
89537000|0.0002|1|5
89540000|0.019|1|5
89556000|0.1212|1|5
89557000|0.317|1|5
89562000|0.9|1|5
89565000|0.0002|1|5
89572000|0.0571|1|5
89489000|0.0003|0|5
89472000|0.3172|0|5
89471000|0.0412|0|5
89470000|0.0369|0|5
89469000|0.0289|0|5
89468000|0.1177|0|5
89467000|0.1029|0|5
89466000|0.1447|0|5
89465000|0.103|0|5
89463000|0.0384|0|5
89499000|0.0045|1|5
89510000|0.1156|1|5
89524000|0.0149|1|5
89537000|0.0002|1|5
89540000|0.019|1|5
89556000|0.1212|1|5
89557000|0.317|1|5
89562000|2.7|1|5
89565000|0.0002|1|5
89572000|0.0571|1|5
89499000|0.0005|0|5
89489000|0.0001|0|5
89472000|0.0002|0|5
89460000|0.317|0|5
89452000|0.0562|0|5
89449000|0.0572|0|5
89447000|0.0821|0|5
89446000|0.0181|0|5
89445000|0.1615|0|5
89444000|0.1289|0|5
89501000|0.0146|1|5
89510000|0.1682|1|5
89537000|0.0002|1|5
89538000|0.317|1|5
89539000|0.1212|1|5
89540000|0.019|1|5
89559000|0.0598|1|5
89562000|2.7|1|5
89565000|0.0002|1|5
89572000|0.0571|1|5
89499000|0.0005|0|5
89489000|0.0001|0|5
89472000|0.0002|0|5
89460000|0.3332|0|5
89452000|0.0161|0|5
89449000|0.0572|0|5
89447000|0.0821|0|5
89446000|0.0181|0|5
89445000|0.1615|0|5
89444000|0.1289|0|5
89501000|0.0146|1|5
89510000|0.1682|1|5
89537000|0.1214|1|5
89538000|0.317|1|5
89540000|0.019|1|5
89556000|0.0063|1|5
89559000|0.0598|1|5
89562000|2.7|1|5
89565000|0.0002|1|5
89572000|0.0571|1|5
89499000|0.0005|0|5
89489000|0.0001|0|5
89472000|0.0002|0|5
89460000|0.3332|0|5
89452000|0.0161|0|5
89449000|0.0572|0|5
89447000|0.0933|0|5
89446000|0.0181|0|5
89445000|0.1615|0|5
89444000|0.1289|0|5
89501000|0.0034|1|5
89510000|0.0882|1|5
89537000|0.121|1|5
89538000|0.317|1|5
89540000|0.019|1|5
89555000|0.0063|1|5
89559000|0.0598|1|5
89562000|2.7|1|5
89565000|0.0002|1|5
89572000|0.0571|1|5
89500000|0.0087|0|5
89499000|0.0004|0|5
89489000|0.0001|0|5
89472000|0.0002|0|5
89460000|0.3354|0|5
89452000|0.0161|0|5
89449000|0.0572|0|5
89447000|0.0933|0|5
89446000|0.0181|0|5
89445000|0.1615|0|5
89501000|0.0034|1|5
89510000|0.0882|1|5
89537000|0.121|1|5
89538000|0.317|1|5
89540000|0.019|1|5
89555000|0.0063|1|5
89559000|0.0598|1|5
89562000|2.7|1|5
89565000|0.0002|1|5
89572000|0.0571|1|5
89460000|0.0022|0|5
89452000|0.0001|0|5
89447000|0.0001|0|5
89421000|0.0161|0|5
89415000|0.016|0|5
89412000|0.0193|0|5
89411000|0.0003|0|5
89403000|0.1208|0|5
89402000|0.016|0|5
89401000|0.317|0|5
89480000|0.3172|1|5
89502000|0.0633|1|5
89508000|2.7|1|5
89510000|0.4052|1|5
89513000|0.0601|1|5
89524000|0.1672|1|5
89537000|0.0653|1|5
89539000|0.031|1|5
89540000|0.019|1|5
89565000|0.0002|1|5
89460000|0.1426|0|5
89452000|0.0001|0|5
89447000|0.0001|0|5
89421000|0.0553|0|5
89417000|0.016|0|5
89416000|0.016|0|5
89415000|0.016|0|5
89413000|0.016|0|5
89412000|0.0193|0|5
89411000|0.0003|0|5
89480000|0.0004|1|5
89490000|0.317|1|5
89508000|0.9|1|5
89510000|0.0882|1|5
89513000|1.8601|1|5
89517000|0.0637|1|5
89524000|0.1672|1|5
89533000|0.317|1|5
89537000|0.0653|1|5
89539000|0.031|1|5
89464000|0.0001|0|5
89460000|0.1442|0|5
89452000|0.0001|0|5
89447000|0.0001|0|5
89426000|0.0162|0|5
89422000|0.016|0|5
89421000|0.0553|0|5
89416000|0.0162|0|5
89412000|0.0602|0|5
89411000|0.0003|0|5
89490000|0.2871|1|5
89510000|0.9882|1|5
89521000|0.0637|1|5
89524000|1.8557|1|5
89525000|0.1115|1|5
89533000|0.317|1|5
89537000|0.0653|1|5
89539000|0.031|1|5
89540000|0.019|1|5
89563000|0.476|1|5
89465000|0.0001|0|5
89464000|0.0003|0|5
89460000|0.1441|0|5
89452000|0.0002|0|5
89447000|0.0001|0|5
89427000|0.016|0|5
89426000|0.0162|0|5
89422000|0.0968|0|5
89421000|0.0553|0|5
89416000|0.016|0|5
89490000|0.2121|1|5
89509000|0.1194|1|5
89510000|0.9882|1|5
89522000|0.0637|1|5
89524000|1.8557|1|5
89533000|0.317|1|5
89537000|0.0653|1|5
89539000|0.031|1|5
89540000|0.019|1|5
89563000|0.476|1|5
89465000|0.0003|0|5
89464000|0.0002|0|5
89460000|0.1441|0|5
89452000|0.0002|0|5
89447000|0.0001|0|5
89431000|0.001|0|5
89427000|0.016|0|5
89426000|0.0162|0|5
89422000|0.016|0|5
89421000|0.0553|0|5
89490000|0.4119|1|5
89510000|0.9882|1|5
89522000|0.0637|1|5
89524000|1.8557|1|5
89533000|0.317|1|5
89537000|0.0653|1|5
89539000|0.031|1|5
89540000|0.019|1|5
89563000|0.476|1|5
89565000|0.0002|1|5
89465000|0.0002|0|5
89464000|0.0002|0|5
89460000|0.1441|0|5
89452000|0.0002|0|5
89447000|0.0001|0|5
89431000|0.001|0|5
89426000|0.0002|0|5
89422000|0.0002|0|5
89421000|0.0393|0|5
89416000|0.1191|0|5
89490000|0.2089|1|5
89509000|0.108|1|5
89510000|0.0882|1|5
89519000|0.0637|1|5
89522000|0.9|1|5
89524000|0.0557|1|5
89533000|0.317|1|5
89537000|0.0653|1|5
89539000|0.031|1|5
89540000|1.819|1|5
89465000|0.0002|0|5
89464000|0.0002|0|5
89460000|0.1441|0|5
89452000|0.0002|0|5
89447000|0.0001|0|5
89431000|0.001|0|5
89426000|0.0002|0|5
89421000|0.0393|0|5
89413000|0.1193|0|5
89412000|0.3203|0|5
89484000|0.5167|1|5
89490000|0.0089|1|5
89494000|0.0004|1|5
89509000|0.0034|1|5
89510000|0.0882|1|5
89519000|0.0637|1|5
89522000|0.9|1|5
89524000|0.0557|1|5
89533000|0.317|1|5
89537000|0.0653|1|5
89464000|0.0001|0|5
89460000|0.137|0|5
89452000|0.0002|0|5
89447000|0.0001|0|5
89431000|0.001|0|5
89426000|0.0002|0|5
89421000|0.0393|0|5
89412000|0.0033|0|5
89411000|0.0003|0|5
89406000|0.1193|0|5
89484000|0.5168|1|5
89490000|0.0089|1|5
89494000|0.112|1|5
89509000|0.0034|1|5
89510000|0.0882|1|5
89513000|0.0598|1|5
89519000|1.8|1|5
89522000|0.9|1|5
89524000|0.0557|1|5
89533000|0.317|1|5
89460000|0.1365|0|5
89452000|0.0002|0|5
89447000|0.0001|0|5
89431000|0.001|0|5
89426000|0.0002|0|5
89421000|0.0393|0|5
89412000|0.0033|0|5
89411000|0.0003|0|5
89409000|0.016|0|5
89408000|0.0162|0|5
89466000|0.5172|1|5
89484000|0.0001|1|5
89490000|0.0089|1|5
89494000|0.112|1|5
89495000|0.0637|1|5
89503000|0.0621|1|5
89509000|0.0034|1|5
89510000|0.0882|1|5
89513000|0.0598|1|5
89519000|1.8|1|5
89460000|0.1366|0|5
89452000|0.0003|0|5
89447000|0.0001|0|5
89431000|0.001|0|5
89426000|0.0002|0|5
89421000|0.0393|0|5
89412000|0.0033|0|5
89411000|0.0003|0|5
89409000|0.016|0|5
89408000|0.0162|0|5
89466000|0.5168|1|5
89490000|0.0089|1|5
89494000|0.112|1|5
89495000|0.0637|1|5
89503000|0.0621|1|5
89509000|0.0034|1|5
89510000|0.0882|1|5
89513000|0.0598|1|5
89519000|1.8|1|5
89522000|0.9|1|5
89452000|0.0003|0|5
89447000|0.0001|0|5
89431000|0.001|0|5
89426000|0.0002|0|5
89421000|0.0393|0|5
89412000|0.0033|0|5
89411000|0.0003|0|5
89410000|0.016|0|5
89409000|0.0162|0|5
89408000|0.016|0|5
89460000|0.0462|1|5
89477000|0.1116|1|5
89482000|0.317|1|5
89490000|0.0089|1|5
89494000|0.0004|1|5
89503000|0.0621|1|5
89509000|0.0034|1|5
89510000|0.0882|1|5
89513000|0.0598|1|5
89519000|1.8|1|5
89453000|0.0151|0|5
89452000|0.0003|0|5
89447000|0.0001|0|5
89431000|0.001|0|5
89426000|0.0002|0|5
89421000|0.0393|0|5
89412000|0.0033|0|5
89411000|0.0003|0|5
89410000|0.1354|0|5
89409000|0.016|0|5
89460000|0.2|1|5
89482000|0.317|1|5
89490000|0.0089|1|5
89494000|0.0004|1|5
89501000|0.0078|1|5
89503000|0.0621|1|5
89509000|0.0034|1|5
89510000|0.0882|1|5
89513000|0.0598|1|5
89522000|0.9|1|5
89447000|0.0003|0|5
89431000|0.001|0|5
89426000|0.0002|0|5
89421000|0.0393|0|5
89412000|0.0033|0|5
89411000|0.0003|0|5
89410000|0.016|0|5
89409000|0.016|0|5
89408000|0.016|0|5
89407000|0.0162|0|5
89452000|0.2331|1|5
89481000|0.1044|1|5
89482000|0.317|1|5
89494000|0.0004|1|5
89500000|0.0151|1|5
89501000|0.0078|1|5
89503000|0.0621|1|5
89509000|0.0034|1|5
89510000|0.0882|1|5
89513000|0.0598|1|5
89448000|0.0001|0|5
89447000|0.0001|0|5
89431000|0.001|0|5
89430000|0.3172|0|5
89426000|0.0002|0|5
89421000|0.0393|0|5
89415000|0.0358|0|5
89414000|0.1123|0|5
89412000|0.0763|0|5
89411000|0.0184|0|5
89452000|0.233|1|5
89494000|0.0004|1|5
89499000|0.317|1|5
89501000|0.0078|1|5
89509000|0.0034|1|5
89510000|0.0882|1|5
89513000|0.0598|1|5
89524000|0.0557|1|5
89533000|3.017|1|5
89537000|0.0653|1|5
89448000|0.0001|0|5
89447000|0.0001|0|5
89431000|0.001|0|5
89430000|0.3172|0|5
89426000|0.0002|0|5
89421000|0.0393|0|5
89415000|0.0358|0|5
89414000|0.1123|0|5
89412000|0.0763|0|5
89411000|0.0184|0|5
89452000|0.2327|1|5
89494000|0.0004|1|5
89498000|0.1099|1|5
89499000|0.317|1|5
89501000|0.0078|1|5
89509000|0.0034|1|5
89510000|0.0882|1|5
89513000|0.0661|1|5
89524000|0.0557|1|5
89533000|3.017|1|5
89448000|0.0001|0|5
89447000|0.0001|0|5
89431000|0.001|0|5
89430000|0.3172|0|5
89426000|0.0002|0|5
89421000|0.0393|0|5
89412000|0.0033|0|5
89411000|0.0003|0|5
89410000|0.016|0|5
89409000|0.016|0|5
89452000|0.1693|1|5
89494000|0.0004|1|5
89498000|0.1099|1|5
89499000|0.317|1|5
89501000|0.0078|1|5
89509000|0.0034|1|5
89510000|0.0882|1|5
89513000|0.0661|1|5
89524000|0.0557|1|5
89533000|3.017|1|5
89448000|0.0001|0|5
89447000|0.0001|0|5
89431000|0.001|0|5
89430000|0.0002|0|5
89421000|0.0393|0|5
89414000|0.3172|0|5
89412000|0.0033|0|5
89411000|0.0003|0|5
89410000|0.016|0|5
89409000|0.016|0|5
89452000|0.069|1|5
89481000|0.1181|1|5
89482000|0.317|1|5
89491000|0.0063|1|5
89494000|0.0004|1|5
89498000|0.9|1|5
89501000|0.0078|1|5
89503000|0.0578|1|5
89509000|0.0034|1|5
89510000|0.0882|1|5
89447000|0.0001|0|5
89431000|0.001|0|5
89430000|0.0002|0|5
89421000|0.0393|0|5
89414000|0.3172|0|5
89412000|0.0033|0|5
89411000|0.0003|0|5
89410000|0.016|0|5
89409000|0.016|0|5
89408000|0.016|0|5
89448000|0.0535|1|5
89452000|0.0688|1|5
89481000|0.1182|1|5
89482000|0.317|1|5
89491000|0.0063|1|5
89494000|1.8004|1|5
89498000|0.9|1|5
89501000|0.0078|1|5
89503000|0.0578|1|5
89509000|0.0034|1|5
89447000|0.0002|0|5
89431000|0.001|0|5
89430000|0.0002|0|5
89421000|0.0393|0|5
89412000|0.0033|0|5
89411000|0.0003|0|5
89410000|0.016|0|5
89409000|0.016|0|5
89408000|0.016|0|5
89407000|0.0162|0|5
89448000|0.0369|1|5
89452000|0.0089|1|5
89481000|0.1182|1|5
89482000|0.317|1|5
89484000|0.0063|1|5
89493000|0.0588|1|5
89494000|0.0004|1|5
89498000|2.7|1|5
89501000|0.0078|1|5
89503000|0.0578|1|5
89420000|0.3172|0|5
89408000|0.016|0|5
89407000|0.016|0|5
89406000|0.016|0|5
89405000|0.016|0|5
89404000|0.016|0|5
89403000|0.016|0|5
89402000|0.016|0|5
89400000|0.0961|0|5
89399000|0.0015|0|5
89448000|0.037|1|5
89453000|0.0358|1|5
89455000|0.0397|1|5
89490000|0.12|1|5
89491000|0.0575|1|5
89494000|0.0004|1|5
89495000|0.9002|1|5
89496000|0.317|1|5
89497000|0.037|1|5
89501000|0.0078|1|5
89420000|0.0002|0|5
89409000|0.0161|0|5
89408000|0.016|0|5
89407000|0.3332|0|5
89406000|0.016|0|5
89405000|0.016|0|5
89404000|0.016|0|5
89403000|0.016|0|5
89402000|0.016|0|5
89400000|0.0961|0|5
89446000|0.0358|1|5
89448000|0.0399|1|5
89479000|0.12|1|5
89480000|0.317|1|5
89491000|0.0575|1|5
89492000|0.0161|1|5
89494000|1.8004|1|5
89495000|0.9002|1|5
89501000|0.0078|1|5
89502000|0.0569|1|5
89420000|0.0002|0|5
89409000|0.0001|0|5
89407000|0.3172|0|5
89400000|0.0801|0|5
89395000|0.0371|0|5
89394000|0.0181|0|5
89393000|0.0622|0|5
89392000|0.101|0|5
89391000|0.0521|0|5
89390000|0.0501|0|5
89439000|0.0358|1|5
89446000|0.0001|1|5
89448000|0.0397|1|5
89479000|0.1199|1|5
89480000|0.317|1|5
89491000|0.0575|1|5
89494000|1.8004|1|5
89495000|0.9002|1|5
89501000|0.0078|1|5
89502000|0.0569|1|5
89420000|0.0002|0|5
89409000|0.0001|0|5
89407000|0.3172|0|5
89400000|0.0801|0|5
89395000|0.0002|0|5
89393000|0.0001|0|5
89391000|0.0369|0|5
89390000|0.0181|0|5
89389000|0.0857|0|5
89388000|0.1553|0|5
89436000|0.0353|1|5
89444000|0.0397|1|5
89447000|0.1165|1|5
89479000|0.1199|1|5
89480000|0.317|1|5
89483000|0.0397|1|5
89491000|0.0575|1|5
89494000|1.8004|1|5
89495000|0.9002|1|5
89501000|0.0078|1|5
89420000|0.0002|0|5
89409000|0.0112|0|5
89400000|0.0801|0|5
89395000|0.0002|0|5
89394000|0.3172|0|5
89393000|0.0001|0|5
89382000|0.0002|0|5
89381000|0.0369|0|5
89380000|0.0181|0|5
89379000|0.0997|0|5
89426000|0.032|1|5
